id_date,date,VN10YT=HN,VN15YT=HN,VN1YT=HN,VN20YT=HN,VN2YT=HN,VN3MT=HN,VN3YT=HN,VN5YT=HN,VN6MT=HN,VN7YT=HN,VN9MT=HN
20130503,2013-05-03,9.001609802246094,NULL,6.731369972229004,NULL,7.218210220336914,6.324580192565918,7.642980098724365,8.312270164489746,6.4641900062561035,8.750980377197266,NULL
20130506,2013-05-06,9.227009773254395,NULL,6.654270172119141,NULL,7.245069980621338,6.058430194854736,7.660980224609375,8.174530029296875,6.273769855499268,8.527259826660156,NULL
20130507,2013-05-07,9.80679988861084,NULL,6.48298978805542,NULL,6.86053991317749,6.198460102081299,7.236030101776123,7.980810165405273,6.293429851531982,8.717350006103516,NULL
20130508,2013-05-08,9.094690322875977,NULL,6.495560169219971,NULL,7.138120174407959,5.8751702308654785,7.616040229797363,8.23993968963623,6.096930027008057,8.62285041809082,NULL
20130509,2013-05-09,9.651590347290039,NULL,6.5350799560546875,NULL,7.211269855499268,5.818930149078369,7.645090103149414,8.087869644165039,6.08027982711792,8.409689903259277,NULL
20130513,2013-05-13,8.831780433654785,NULL,6.402939796447754,NULL,7.002110004425049,5.898159980773926,7.517459869384766,8.299280166625977,6.071720123291016,8.7535400390625,NULL
20130514,2013-05-14,9.98816967010498,NULL,6.39201021194458,NULL,6.795959949493408,6.088329792022705,7.19881010055542,8.00121021270752,6.189630031585693,8.799260139465332,NULL
20130515,2013-05-15,9.914600372314453,NULL,6.371709823608398,NULL,6.77338981628418,6.069109916687012,7.1730499267578125,7.966330051422119,6.17011022567749,8.75158977508545,NULL
20130516,2013-05-16,9.905070304870605,NULL,6.313479900360107,NULL,6.718140125274658,6.009059906005859,7.121399879455566,7.923709869384766,6.110620021820068,8.720430374145508,NULL
20130517,2013-05-17,9.03579044342041,NULL,6.224890232086182,NULL,6.876649856567383,5.660739898681641,7.423220157623291,8.23900032043457,5.85630989074707,8.741649627685547,NULL
20130521,2013-05-21,9.284250259399414,NULL,6.047659873962402,NULL,6.802989959716797,5.344989776611328,7.385650157928467,8.17173957824707,5.593430042266846,8.657910346984863,NULL
20130522,2013-05-22,9.111729621887207,NULL,5.965109825134277,NULL,6.617809772491455,5.425230026245117,7.1940598487854,8.1183500289917,5.610000133514404,8.74036979675293,NULL
20130523,2013-05-23,10.339719772338867,NULL,5.909220218658447,NULL,6.395939826965332,5.545100212097168,6.884049892425537,7.864459991455078,5.666379928588867,8.850419998168945,NULL
20130524,2013-05-24,9.034589767456055,NULL,5.834780216217041,NULL,6.495450019836426,5.288430213928223,7.078979969024658,8.016090393066406,5.475399971008301,8.649049758911133,NULL
20130527,2013-05-27,10.284219741821289,NULL,5.7811598777771,NULL,6.284259796142578,5.403379917144775,6.786670207977295,7.789420127868652,5.5293498039245605,8.789400100708008,NULL
20130528,2013-05-28,9.970330238342285,NULL,5.822509765625,NULL,6.277180194854736,5.482540130615234,6.733399868011475,7.650509834289551,5.595769882202148,8.573809623718262,NULL
